SpotifyID,Track,Artist,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,is_hit
5RUDbG8eDCHatEOo8Cu3t8,Beautiful Goodbye,Jennifer Hanson,0.623,0.878,2,1,0.0372,0.146,0.00191,0.137,0.608,113.225,258360,-3.662,1
2mobr1UlKjhxDTOVqng3jw,Home,Daughtry,0.443,0.853,6,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,255652,-3.885,1
4tpT2hlLD2V7yf1PpUZNFM,Bon Demain,This Moment,0.334,0.828,7,1,0.0485,0.000132,0.0248,0.207,0.344,115.642,213200,-7.297,0
3ePeWP6f8ccQtF7wayoNrD,Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,0.559,0.949,7,1,0.118,0.00151,5.54e-06,0.134,0.764,104.014,177920,-3.637,1
7j6NLGVKlzRwpeZ2CUaZna,Feelin You,DJ Spinn,0.776,0.382,4,1,0.322,0.00412,0.863,0.0786,0.704,160.08,313160,-6.089,0
6m9cpKGFjSNGV87BgIpUqG,The Door,Keb' Mo',0.705,0.669,9,1,0.0462,0.0408,0.00497,0.979,0.501,99.872,356627,-6.66,0
09s7AzC1vXpkIBS8xphJgP,Come With Me,Shai,0.569,0.32,2,1,0.0323,0.644,0.0,0.244,0.321,183.539,279960,-8.965,1
7KOlJ92bu51cltsD9KU5I7,T-Shirt,Migos,0.865,0.687,10,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,-3.744,1
3wB3Fz0jMepdELviNNIhs5,Un nuovo giorno,Cali,0.357,0.832,2,1,0.0804,0.107,0.0,0.855,0.724,93.395,159080,-5.479,0
2wpkkiysJxUVcgN0IiyMru,Livin in the Jungle,Mikey Dread,0.731,0.519,8,0,0.047,0.178,4.52e-05,0.028,0.961,159.566,152000,-12.937,0
1QLOVV1Uy7WNjOz0LmD0XV,Lil Stuntin,Tum Tum,0.858,0.485,2,1,0.303,0.205,3.08e-06,0.105,0.766,162.397,214467,-9.559,0
10OvXiitSHEoxWLulzqG9s,With You,Lila McCann,0.644,0.785,4,1,0.0294,0.0281,1.19e-06,0.0996,0.628,127.9,212360,-6.118,1
0t8xunV9PKCZl7R6fIg9Ub,Irresistible,Jessica Simpson featuring Lil Bow Wow,0.762,0.67,8,0,0.257,0.0217,0.0,0.0786,0.591,93.066,213493,-6.2,0
5hviCr3lgg6LY6noG6DPKs,Landslide,Dixie Chicks,0.571,0.438,2,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,230549,-7.007,1
72ldrVAuMHhg0W4oWmpfvd,U North,James Newton Howard,0.464,0.131,2,1,0.0428,0.713,0.903,0.101,0.0225,129.091,109067,-32.591,0
7JnorPtXApoUw2AuJUGLY1,We Went,Randy Houser,0.646,0.882,4,0,0.0371,0.097,0.0,0.311,0.544,101.997,179360,-3.77,1
5RjbFGeWVsCpw8EcE8OrvZ,Gone,Kanye West Featuring Cam'ron & Consequence,0.84,0.668,1,1,0.262,0.0148,0.0,0.0699,0.344,92.805,333293,-6.042,1
3V3iy4K6paycRmTyrjQVwi,Secrets,Mary Lambert,0.789,0.555,0,1,0.041,0.026,0.000135,0.215,0.713,93.229,223405,-5.9,1
4JOP8ELK6AaeySe7sKe996,Un-Thinkable (I'm Ready),Alicia Keys,0.595,0.507,7,1,0.0618,0.732,1.97e-05,0.106,0.337,86.099,249240,-7.892,1
21XsBxsHuD8Ijk1mvR9bIb,Face Drop,Sean Kingston,0.634,0.827,2,1,0.0393,0.00104,0.0,0.326,0.739,83.994,184573,-3.687,1
4CTnHRHGESz2nsJ2IuFhYy,I Live to Be Hated,GG Allin,0.215,0.898,8,1,0.321,0.0504,0.0169,0.338,0.209,148.923,121693,-11.523,0
5IKzScUFi0CLcVXnB1vb7k,That Girl,Frankie J Featuring Mannie Fresh & Chamillionaire,0.662,0.745,6,0,0.172,0.206,0.0,0.174,0.569,170.138,239293,-5.626,1
7EVSRJ9eH21ri2lIHkKkoP,Something Got Me Started,Simply Red,0.698,0.91,2,1,0.0459,0.019,7.73e-05,0.11,0.715,112.112,240706,-6.563,1
6HICEWiTO1LSB5wayNBh70,Braid My Hair,Mario,0.687,0.619,5,0,0.0533,0.0829,0.0,0.188,0.449,134.037,247267,-6.733,1
5GorCbAP4aL0EJ16frG2hd,Boulevard Of Broken Dreams,Green Day,0.496,0.682,8,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,-4.095,1
322E3pHVE4THhniKjNLTY9,True Friend,Hannah Montana,0.657,0.778,4,1,0.0329,0.0014,0.000314,0.131,0.591,98.017,189173,-5.004,1
6VFz0Wq8iwZOtWN3OugwZe,Stand Down,Stickboy,0.122,0.994,9,1,0.0655,7.49e-06,0.684,0.307,0.0726,180.47,67533,-6.229,0
5DZwnLxHjWTZaz9jOpRhxb,Weak,AJR,0.67,0.643,5,1,0.0465,0.118,0.0,0.192,0.703,123.979,201159,-4.553,1
6UFd7rCqx2F5VwDjzxDeEU,This Lullaby,Queens Of The Stone Age,0.503,0.222,4,0,0.0427,0.908,0.00138,0.101,0.525,158.441,82800,-18.608,0
4tLNKzcRv95bWCtwNpH4w6,A Man Who Was Gonna Die Young,Eric Church,0.511,0.0971,11,1,0.0442,0.951,0.0,0.106,0.397,134.936,193787,-16.561,1
61aJPoKikSDWTNnyp4fzgf,Hurry Home,Jason Michael Carroll,0.617,0.453,2,1,0.0316,0.248,0.0,0.109,0.252,133.958,242867,-7.956,1
55n9yjI6qqXh5F2mYvUc2y,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,0.731,0.445,0,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,-8.418,1
5M4dLDycoCvH0yiTe2Ncfh,Am I Dreaming,Ol Skool [Featuring Keith Sweat & Xscape],0.665,0.4,3,0,0.0333,0.083,8.83e-05,0.217,0.119,123.883,347267,-7.798,1
02lTDOxHeXTHsdwXoz6lpC,In The Meantime,Spacehog,0.269,0.895,9,1,0.118,0.083,0.00266,0.153,0.16,168.479,299507,-6.382,1
2rfNw3Rp4VvI665U9WaXLu,Swing Swang,Naughty By Nature,0.894,0.745,5,0,0.0869,0.0923,0.000245,0.0756,0.935,93.958,246267,-3.485,0
78poN4nVRxN22RxnDRptT0,Sunday,Bebo Norman,0.498,0.554,5,1,0.0307,0.359,1.54e-06,0.0687,0.315,90.187,219400,-10.709,0
00IH8ZjI9ZGB51WRX1Oesj,Trust,Justin Bieber,0.512,0.494,7,0,0.206,0.0948,0.0,0.124,0.492,76.002,203613,-8.16,1
42GcjriRK6srwHkfbkBqVl,Blood On The Leaves,Kanye West,0.454,0.69,2,0,0.157,0.396,0.0,0.101,0.37,171.989,359800,-4.108,1
2RLpFEf6d0708O7Bqhjyxg,Days Go By,Dirty Vegas,0.786,0.853,9,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147,-8.274,1
12DC0GskYSH3T4NX4FCgE3,Cuts Both Ways,Gloria Estefan,0.38,0.309,11,1,0.0329,0.649,0.0,0.0693,0.299,83.717,194333,-12.6,1
7GAYjUOkONakSot6Xyezlh,Smoke Screen,Lily Holbrook,0.404,0.442,11,1,0.0307,0.0713,2.47e-06,0.065,0.134,138.08,245120,-8.92,0
20DRw0Qh9ges1gjlMI8eKM,Time And Chance,Color Me Badd,0.697,0.451,2,1,0.0776,0.027,6.26e-06,0.13,0.249,180.53,263200,-7.657,1
1ZptmHEIKsmkZCNvMhmUIj,Chasing Monsters,John Wesley,0.449,0.562,4,0,0.0326,0.151,3.33e-05,0.149,0.143,148.167,271307,-7.975,0
2ZoKMVQaFYnOsKeHbzSqLy,Way Of Life,Lil Wayne,0.877,0.784,9,0,0.298,0.0247,0.0,0.0792,0.686,97.89,239800,-4.146,1
69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,50 Cent,0.925,0.659,3,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,-4.763,1
5wfiaGgyuQcW2hvDy2NB5J,If It Kills Me,Jason Mraz,0.632,0.429,4,0,0.0381,0.0448,0.0,0.132,0.521,143.795,273653,-6.784,1
6XxxO54L5nXSZr93mVqmv7,What's My Name,DMX,0.676,0.879,7,1,0.107,0.00192,0.0029,0.317,0.392,94.836,297467,-8.821,1
4kY7rYtE4OQkJNq22OIYRI,Downtown,Lady Antebellum,0.532,0.825,9,1,0.0468,0.18,0.0,0.296,0.96,169.961,195867,-5.287,1
1NDP2T3MoakN36RmUOhDSR,Makin' Believe,Kitty Wells,0.486,0.375,7,1,0.027,0.62,0.000321,0.25,0.738,129.223,148760,-8.258,0
2jkFFnTMF2WtZi4Pd9tjw9,The Doug McComb Over,A Tundra,0.41,0.652,2,1,0.075,0.00804,0.00947,0.0811,0.311,127.406,271320,-9.919,0
0eneujAc4PxkdjP25Gsue1,False Prophets,J. Cole,0.729,0.739,8,0,0.338,0.696,9.37e-06,0.164,0.749,90.306,237427,-9.5,1
3YkKoXIUlqi2Vs9wEl4y08,The Joes Mobilize,Alan Silvestri,0.311,0.599,9,1,0.0645,0.161,0.894,0.0855,0.0539,149.525,504773,-10.929,0
17DjWsC0G9YQtAiepG3c5v,Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,0.86,0.71,7,1,0.285,0.177,0.0,0.0865,0.764,122.993,316053,-5.705,1
6W7l65kqEDbGauWLGmdmu3,Groovin',Jan Wayne,0.78,0.941,2,0,0.0944,0.0611,0.00511,0.0823,0.464,140.014,230720,-5.459,0
2i9q8CteBmpslOJeQdMGqA,Slumber Party,Britney Spears Featuring Tinashe,0.752,0.784,0,1,0.0754,0.322,0.0,0.11,0.464,135.039,213535,-4.941,1
5PIveStlGgjVL54GpVcqxr,My Way,Usher,0.815,0.521,5,0,0.136,0.0105,0.0,0.0509,0.887,90.079,214853,-8.178,1
7r6ubHsaieaig4kORmmsDy,We Rock,Cast Of Camp Rock,0.638,0.953,8,0,0.11,0.00635,0.0,0.12,0.799,143.849,190933,-3.491,1
55nlbqqFVnSsArIeYSQlqx,You & I (Nobody In The World),John Legend,0.456,0.342,11,0,0.0283,0.129,0.0,0.124,0.224,84.087,252653,-8.162,1
0IHa9skAs65KA2AIH4RGFb,If I Was Your Woman,Alicia Keys,0.75,0.473,10,0,0.12,0.13,5.1e-06,0.656,0.627,82.967,186200,-7.71,0
1RwfEDcHh0HOiLv5ZcR2B8,The  First Of The Year,Rubyhorse,0.421,0.365,0,1,0.0353,0.765,0.0554,0.321,0.158,125.08,228227,-11.782,0
77rCnzCTQuPWLvxNEe2SO1,Almendra,Arturo Sandoval,0.464,0.396,5,1,0.063,0.538,0.921,0.293,0.716,138.371,271395,-9.3,0
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,0.592,0.767,9,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,-2.788,1
07hcDgW19utlvK2H6t5EHz,Maria Betania,Quinteto Violado,0.313,0.0194,7,0,0.038,0.756,1.03e-06,0.597,0.0707,84.954,390947,-21.798,0
1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,0.586,0.525,0,1,0.498,0.0705,0.0,0.0729,0.491,126.51,222467,-8.968,1
7mXmDnZBxG50jT1gDOr62Y,Sangha the Outcast,Nick Ingman,0.227,0.216,4,0,0.0413,0.691,0.859,0.106,0.0387,94.926,167293,-18.523,0
67YFVDiW7mdEy7r7Z5Fflf,Just in time,Larytta,0.838,0.567,10,0,0.0898,0.0305,0.668,0.439,0.716,128.017,278133,-13.701,0
3HpFxCDERElpW5au9y1wbg,No Safe Place,Pursuit Of Happiness,0.534,0.636,9,1,0.0351,0.0628,0.0,0.08,0.728,127.93,190627,-10.609,0
0FM8HPWdnQkdW8KsYXuTYe,Closed Eyes,Bury Your Dead,0.145,0.653,4,1,0.0483,3.19e-05,0.552,0.125,0.245,99.905,290627,-7.195,0
10ekD39lGMp29mzPlDgVqM,Every Time I Hear That Song,Blake Shelton,0.525,0.744,2,1,0.0382,0.0458,3e-06,0.105,0.515,155.896,216640,-5.429,1
6phS0dmak9yAw1vhYJAj9T,Climax (Instrumental Mix),Slum Village,0.815,0.315,8,0,0.0708,0.324,0.0849,0.638,0.431,95.612,203000,-8.422,0
7k3sn5TIQ3qRVJ8FPTG9kx,Let Me Clear My Throat,DJ Kool,0.697,0.901,7,1,0.259,0.169,0.0,0.356,0.535,103.145,290160,-7.154,1
5wcC1oETp8DY1SDN3FzDqe,Rainy Days,General Public,0.765,0.541,5,1,0.0294,0.322,0.0,0.0552,0.847,126.067,156160,-8.198,1
42HaJ7QlInzQ5vHKWb5Ixa,The Way You Do The Things You Do,UB40,0.885,0.534,5,0,0.155,0.248,4.77e-05,0.0357,0.896,80.857,183227,-8.191,1
5lR4YDKdhJUkGUYMrMRx43,Give It Up To Me,Shakira Featuring Lil Wayne,0.841,0.729,5,0,0.0705,0.443,0.0,0.122,0.688,115.984,183573,-6.311,1
22rBktERctuWCLmnV51Td5,Little Drummer Boy,The Almost,0.654,0.708,7,1,0.0465,0.0248,0.000201,0.0941,0.463,164.057,188333,-7.486,0
4TxdDwdVNpLTcXkCflfuHB,Girl Next Door,Saving Jane,0.627,0.81,2,1,0.0437,0.0134,0.0,0.109,0.496,122.058,203253,-5.684,1
1B17jo7XD3lJ9AtrdE9kUd,She Don't Love You,Eric Paslay,0.36,0.333,7,1,0.0285,0.335,1.09e-06,0.114,0.17,74.53,262053,-8.491,1
2Wl5o4Jdl5r4w5hZJ3y2AZ,Centrali termiche,Piero Umiliani,0.574,0.905,4,1,0.033,0.035,0.721,0.177,0.69,108.395,144614,-12.979,0
2H7PHVdQ3mXqEHXcvclTB0,1999,Prince,0.866,0.73,5,1,0.0767,0.137,0.0,0.0843,0.625,118.523,379267,-8.201,1
60a0Rd6pjrkxjPbaKzXjfq,In The End,Linkin Park,0.556,0.864,3,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,-5.87,1
2qP7pTiADPcUjki12RkKg0,Breathe,Blu Cantrell Featuring Sean Paul,0.803,0.666,2,1,0.0323,0.0495,0.0,0.247,0.488,91.924,228640,-3.811,1
4aDCjiSgE8TuuiuNvGvYYI,Picture Book,Ray Davies,0.53,0.793,0,1,0.0459,0.392,0.000158,0.817,0.655,124.632,150632,-8.253,0
40Nqb8mb542L6x1zMKPCp8,Night Shift,Ashbrg,0.669,0.333,1,0,0.055,0.0283,0.853,0.244,0.52,188.505,164653,-10.438,0
45aBsnKRWUzhwbcqOJLwfe,This Is Me,Keala Settle & The Greatest Showman Ensemble,0.284,0.704,2,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,-7.276,1
3besbqbQ0SNltlL36FAMD2,House Of Fire,Alice Cooper,0.479,0.979,10,0,0.107,0.0207,0.0,0.722,0.292,124.765,226427,-5.077,1
7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,Toni Braxton,0.739,0.947,11,0,0.0412,0.00947,2.99e-05,0.326,0.763,88.009,261933,-1.915,1
6Gj3oHBAFYHlcLBHOXZ3oz,I Can't Hate You Anymore,Nick Lachey,0.443,0.685,4,1,0.0318,0.0838,0.0,0.0848,0.179,143.905,232640,-6.325,1
6rPbZp5eohvOwdKhMzFQoX,124,Photek,0.473,0.66,1,0,0.0536,0.00217,0.847,0.287,0.195,123.859,421133,-11.243,0
47ziswB02OgSnpxVRUUWzu,God Bless You (Goddamn it),A Static Lullaby,0.289,0.946,0,1,0.0758,0.00502,0.00013,0.126,0.189,161.157,237440,-4.462,0
1yACRKAwlXWhXXFUSkvzhD,Change,Taylor Swift,0.541,0.77,5,1,0.0354,0.00408,0.0,0.117,0.215,96.013,280240,-4.17,1
4gmC6fbDNBBHGo3a18NFfo,Superman,Unwritten Law,0.431,0.987,2,1,0.0997,4.74e-05,0.257,0.287,0.31,101.192,216827,-4.891,0
2DxOBEgSNocmSYhWWKgbuz,Comfortubly Numb,Big One,0.264,0.837,11,0,0.0829,0.152,0.00319,0.752,0.328,128.499,500213,-5.471,0
2xLOMHjkOK8nzxJ4r6yOKR,Birthday,Katy Perry,0.719,0.674,11,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,215042,-5.122,1
7nnWIPM5hwE3DaUBkvOIpy,Drive,Incubus,0.645,0.792,4,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,-7.34,1
4g1KdhosR6v8qCT1F1Njev,Every Mile A Memory,Dierks Bentley,0.452,0.703,2,1,0.0356,0.0803,0.00131,0.162,0.392,177.915,232720,-4.903,1
2L6orAlH8tBhiFTumIfMyF,Call On Me,Starley,0.67,0.838,0,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,-4.031,1
0OUUC90mVdK2gvE3m6643L,Radiance I,Basic Channel,0.353,0.31,1,0,0.396,0.401,0.922,0.15,0.293,83.33,477867,-21.801,0
7AFASza1mXqntmGtbxXprO,Changes,XXXTENTACION,0.669,0.308,11,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,-10.068,1
0MrD47wtvAu6igsy8vqUzN,Uhh Ahh,Boyz II Men,0.722,0.661,2,1,0.0844,0.151,0.0,0.233,0.643,126.007,228867,-8.236,1
2dtitppHZmA0MxLZ3Giq3o,Cold Day In July,Dixie Chicks,0.574,0.368,7,1,0.0271,0.0163,2.12e-05,0.0746,0.296,129.457,312693,-10.644,1
3MG8Qmyt5kzvNNAPsdrDu5,Full House,Alan Silvestri,0.198,0.175,0,1,0.0393,0.984,0.831,0.113,0.0829,87.37,81453,-16.753,0
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd Featuring Daft Punk,0.678,0.588,7,1,0.276,0.141,6.35e-06,0.137,0.486,186.005,230453,-7.015,1
6RUpJeXT6U4SPEafnr9Wr7,Where The Hood At?,DMX,0.537,0.948,8,1,0.355,0.151,0.0,0.356,0.792,186.151,286267,-3.063,1
0NI3HiXvMopVPOAX55yomA,Make it up,Anthony Cruz,0.441,0.706,2,0,0.182,0.538,0.0,0.168,0.721,78.251,263600,-5.926,0
1cji6jI9LQ5zaStXrydl7F,My Homies Still,Lil Wayne Featuring Big Sean,0.749,0.643,1,1,0.257,0.00124,0.0,0.111,0.472,74.996,246560,-5.537,1
2GwDKcTJlvoRDaJXkA7ULJ,Good For Me,Amy Grant,0.594,0.883,5,1,0.0451,0.329,8.33e-05,0.276,0.863,89.997,239493,-4.279,1
0ILyUXY2GAjCcjuOpkLNML,Girlfriend,'N Sync Featuring Nelly,0.655,0.968,11,0,0.0822,0.0689,1.87e-06,0.558,0.748,146.073,175523,-4.823,1
114bGIxUrj6vnZwWEfEdMP,Still Frame,Trapt,0.445,0.932,4,1,0.316,0.000866,0.0,0.108,0.51,113.945,271093,-4.739,1
40VhJwvn2g9PcRNeFT6YuM,You Gotta Be Safe,Twenty 4 Seven,0.674,0.787,1,1,0.0751,0.0352,0.0,0.189,0.628,139.896,223600,-9.375,0
7qaicljodAhcFLwo1iOV69,Hold On,Jonas Brothers,0.472,0.892,11,1,0.135,0.00532,0.0,0.406,0.813,149.157,164973,-3.52,1
4Bh9vSw01TGQipCVpmUa5m,Althea Cooley,Mack and Jamie,0.807,0.314,6,1,0.888,0.759,0.0,0.497,0.968,106.195,27627,-13.498,0
3TEAWiw3w0IAsoj4p3tJ7x,Sarah Yellin',3 Doors Down,0.537,0.869,11,1,0.0355,9.28e-05,4.35e-06,0.311,0.46,123.966,197893,-5.163,0
2xtIAFJIMkzHGHiCrJ9iwd,Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,0.473,0.893,1,1,0.388,0.0394,0.0,0.768,0.799,152.261,225507,-2.956,1
26jVcJqG66nj36jRqPBp2U,We Made It,Busta Rhymes Featuring Linkin Park,0.62,0.746,11,1,0.0552,0.424,0.0,0.0684,0.191,138.454,238067,-6.006,1
3VmlaV2NQDUeHQ62MPyfhs,Soki Olingi Ngai,Wendo Kolosoy,0.685,0.556,7,1,0.0391,0.624,0.00491,0.0677,0.842,118.894,306200,-7.449,0
6hr4weuSidHy2LNMw8UVJ2,Like A Wrecking Ball,Eric Church,0.693,0.335,0,1,0.0395,0.338,0.000552,0.118,0.623,136.071,198907,-10.863,1
6lP1Tmf5VdZYviohSQoMiH,Faithful,Go West,0.615,0.912,10,0,0.0416,0.0323,0.0,0.0966,0.753,105.538,265560,-8.028,1
0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,0.542,0.793,8,1,0.053,0.0423,3.95e-06,0.0814,0.708,173.931,256520,-8.203,1
4eAwB5pnKFTmsgc3zWoYO0,Fake It,Seether,0.611,0.95,8,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,193893,-3.509,1
0cUKcWVeHAayLVN6wGLiAG,Time Flies,Jeckyll & Hyde,0.741,0.979,7,0,0.0639,0.00116,0.69,0.813,0.728,140.005,336294,-6.869,0
2c02KNM2Ls3l6BZOAxsWmF,Encore,Roni Size,0.44,0.978,1,0,0.342,0.00736,0.000102,0.959,0.427,174.962,268933,-2.753,0
4asTNYhhrp323lLp81KIKQ,Here We Are,Gloria Estefan,0.694,0.467,9,1,0.0329,0.639,1.61e-05,0.0869,0.63,142.132,289707,-14.437,1
51TG9W3y9qyO8BY5RXKgnZ,Symphony Of Destruction,Megadeth,0.61,0.891,4,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733,-5.452,1
2mF8zlu3tAimvDGPY0GJtx,You Don't Know Me,Charlie Rich,0.483,0.139,8,1,0.0542,0.791,2.64e-05,0.306,0.197,185.111,274933,-17.899,0
2mipgXZMxEju9GLP7U1LOp,Guilty Until Proven Innocent,Jay-Z Featuring R. Kelly,0.797,0.586,1,0,0.25,0.00398,0.0,0.0523,0.414,99.085,295960,-4.991,1
6TwfdLbaxTKzQi3AgsZNzx,Daylight,Maroon 5,0.657,0.679,2,1,0.0269,0.00246,0.0,0.211,0.331,120.007,225307,-5.511,1
3NV4AZ9aBiQMCIMZmK3jur,Pleasure,The Soup Dragons,0.608,0.876,7,1,0.0491,0.0104,0.0,0.0906,0.946,121.037,234720,-5.432,1
7eOfvL8AQ80N62i6nydPVz,Just In Case,Micachu,0.564,0.618,4,0,0.146,0.738,0.0,0.173,0.869,110.804,166427,-8.339,0
1nHOSsAWovIEAvHvlzfq8S,Bring It On,Goose,0.66,0.919,6,1,0.0521,0.00755,0.00621,0.299,0.66,119.953,243067,-4.53,0
3Xl5apC8UhqZ1FZ7u3HHfO,A Little Past Little Rock,Lee Ann Womack,0.439,0.539,4,1,0.0329,0.602,1.31e-05,0.155,0.319,171.888,256027,-8.035,1
4PYiIgzcp4o5pEYji1xY9q,Masterpiece,Jessie J,0.661,0.733,0,0,0.0433,0.0153,0.0,0.0982,0.613,143.92,220653,-2.701,1
3PT25AfBT85mAQxqwyaLSh,Ridin' Low,L.A.D.,0.699,0.722,5,1,0.0735,0.158,0.000452,0.0523,0.673,197.562,252360,-6.532,1
44w63XqGr3sATAzOnOySgF,If Everyone Cared,Nickelback,0.522,0.874,6,0,0.0362,0.000273,0.00579,0.261,0.196,132.018,215106,-4.392,1
56WSqgq4rM9xjWg3TsmmHI,Going Down Slow,Mance Lipscomb,0.606,0.0731,4,1,0.0555,0.975,0.00579,0.108,0.674,100.368,187440,-21.566,0
43hHjvaO9brl5t7ywedeyx,Dive In,Trey Songz,0.587,0.648,0,1,0.089,0.0279,0.0,0.962,0.37,119.888,252453,-6.954,1
262XQVqPsv8sZqs7LfPCge,Rise & Shine,The Cardigans,0.361,0.846,4,1,0.0306,0.00876,1.05e-05,0.0942,0.641,161.633,211014,-5.038,0
03yihw8LFlfZ3EfaLk1A1A,Time After Time,Javier Colon,0.631,0.356,0,1,0.0296,0.731,0.0,0.188,0.373,119.927,203493,-9.22,1
2ICylmg7jCYdOWUFNa8VW7,Buttons,The Pussycat Dolls Featuring Snoop Dogg,0.524,0.809,2,1,0.335,0.185,0.0,0.345,0.532,210.893,231293,-4.787,1
0iQ77tSa7ncj7zBPtVx6cU,One Foot,WALK THE MOON,0.582,0.821,0,1,0.0365,0.00754,2.1e-06,0.818,0.468,100.025,261373,-4.861,1
0d1rmYnylP0R2h03RedMSM,"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")",Nicholas Hooper,0.0645,0.103,10,0,0.0464,0.486,0.837,0.128,0.0394,66.077,214933,-28.584,0
5AoBNJQDXXEnIJGjJjZu3y,Just Another Day,Jon Secada,0.717,0.642,1,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,327427,-10.727,1
3KwwE4sgCzMaKWq6QBebmX,Me Too,Meghan Trainor,0.934,0.694,11,0,0.101,0.0962,1.2e-06,0.478,0.835,123.829,181240,-5.849,1
1kEdqrjgZYDheUAtn8j3Kl,El Termometro,Orquesta Broadway,0.703,0.609,5,1,0.0707,0.747,2.57e-06,0.224,0.965,91.382,146333,-9.935,0
4T4SmH3nUX8FnxjAZ6RXE6,You Don't Have To Go Home Tonight,The Triplets,0.575,0.874,9,1,0.0446,0.00527,0.0,0.167,0.61,132.418,239333,-7.352,1
6S9uF4EkX13zKT8zqoAjx8,Dicen Por Ahi,Enrique Iglesias,0.488,0.664,7,1,0.0428,0.444,0.0,0.0911,0.553,202.902,228027,-6.423,0
4MRT0dDbhqFKl67WzhUbSw,Only,Nicki Minaj Featuring Drak,0.573,0.495,8,0,0.592,0.405,0.0,0.0969,0.255,179.196,312027,-7.245,1
7lnB8mWewki2ZM6UtNB7fm,Knowing You'll Be There,Gaither Vocal Band,0.471,0.41,6,1,0.0238,0.624,0.0,0.0949,0.274,85.062,275707,-7.814,0
4o568kdkDntTDuQTJfMIxa,Ridin' Rims,Dem Franchize Boyz,0.739,0.603,2,1,0.0784,0.081,0.0,0.0833,0.496,158.873,323960,-7.788,1
4libklmbfQSYD2OPqgik8c,How Great Thou Art,Ronnie Milsap,0.493,0.542,9,1,0.0239,0.471,0.0,0.127,0.224,83.882,282587,-6.477,0
0Uyh92tLyb9JawG8lmWCzJ,Differences,Ginuwine,0.562,0.594,3,0,0.0558,0.318,0.0,0.311,0.423,62.876,265533,-4.578,1
4UMTp91LHhvW33ol9ZQH0Q,We Made You,Eminem,0.924,0.853,2,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,269613,-1.203,1
3BzcVID2c1TH6SYJbn3p6n,Flaming Red,Patty Griffin,0.449,0.989,10,0,0.14,0.00282,0.00129,0.383,0.26,124.813,134000,-5.989,0
2XaInsPPUkZRkY4uFJ3AHK,Met Gala,Gucci Mane Featuring Offset,0.817,0.587,2,1,0.108,0.052,0.00165,0.185,0.352,140.062,209143,-6.502,1
5OUSPcqhYTOzpbXzoEvKim,The Fighter,Keith Urban Featuring Carrie Underwood,0.681,0.856,11,0,0.0517,0.0224,0.0,0.188,0.755,132.011,184040,-5.166,1
4j3X4KX8rURekAVIFUhI23,Perfect,Simple Plan,0.494,0.672,3,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,-4.877,1
2yHjH1u9ezBZUGUIlCXh7H,Hallelujah,Lee DeWyze,0.708,0.215,1,1,0.423,0.435,0.0,0.0483,0.654,139.165,149973,-15.075,1
58PzwDZHnURRodEEHp8kAv,Shake That Thang,DJ Omega,0.818,0.867,11,0,0.251,0.00428,0.0426,0.213,0.874,75.69,227918,-8.21,0
1nVLAEzhBXMJLR5zAl90Nl,Crazy Girl,Eli Young Band,0.366,0.651,4,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707,-3.842,1
3M31S6f0z8S3nkFh3eS06W,Drink To That All Night,Jerrod Niemann,0.639,0.846,9,0,0.0439,0.0325,0.0,0.116,0.475,115.965,224813,-6.184,1
