SpotifyID,Track,Artist,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,is_hit
2fZQIJew3nkNe99s2PKzul,Bad Liar,Selena Gomez,0.965,0.414,1,1,0.0713,0.189,0.0,0.0767,0.728,121.032,214648,-6.408,1
0rRGYJSkI7v2VtxJv8n90m,(Lay Your Head On My) Pillow,Tony Toni Tone,0.707,0.487,6,0,0.036,0.0466,4.71e-06,0.0643,0.568,79.071,372027,-8.948,1
4k9EkhkFZY8Bk41Qi0Ob7P,The Choice Is Yours,Black Sheep,0.867,0.679,10,0,0.207,0.0336,1.59e-06,0.0742,0.68,101.293,243200,-12.028,1
2wqXQjOmQ9KoBm9Ssgt4Fo,Peter Pan,Kelsea Ballerini,0.514,0.659,1,1,0.0309,0.0284,0.0,0.266,0.463,76.483,200040,-6.142,1
40yJGQyEaBbIkXpwMFkXip,1 Night,Lil Yachty,0.764,0.475,0,1,0.114,0.345,0.0,0.14,0.34,129.974,243270,-12.618,1
0qcr5FMsEO85NAQjrlDRKo,Let It Go,Idina Menzel,0.541,0.485,8,1,0.031,0.558,0.0,0.12,0.369,136.956,223840,-6.85,1
00NZdumhOh2yqdn44RVVYB,My Baby Don't Wear No Shoes,Roy Carrier,0.724,0.801,9,0,0.114,0.153,0.0404,0.362,0.477,104.571,220107,-9.08,0
6OzujJBXwYPxJ7KeqflLtr,My Old Man,Zac Brown Band,0.64,0.196,4,1,0.0267,0.819,3.63e-05,0.0978,0.301,143.919,227222,-11.478,1
5y97NLx4XGFy4x5LK8wYjr,Michael A Grammar,Broadcast,0.372,0.632,7,1,0.0505,0.274,0.134,0.155,0.777,131.409,237013,-9.535,0
70lnL3QaSOIIyMa2X9aVRL,Perro Fiel,Shakira Featuring Nicky Jam,0.75,0.76,1,1,0.198,0.187,0.0,0.0548,0.893,183.817,195213,-4.836,1
3eN46sMTppXYMAyWi37wn1,Come Thru,Drake,0.558,0.468,3,1,0.173,0.159,0.0,0.586,0.405,81.977,236360,-5.812,1
2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,Luke Combs,0.552,0.402,11,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,-7.431,1
2K36NPbXFkNqYJff7qFuSi,Sfm,Basement Jaxx,0.816,0.789,10,0,0.0681,0.00639,0.261,0.249,0.585,98.099,161867,-4.994,0
6tTATf2shREHYB8ia0A5Mw,Petite Fleur (Instrumental) (1996 Digital Remaster),Henri Rene And His Orchestra,0.666,0.186,7,0,0.0377,0.179,0.0647,0.0848,0.296,113.609,169600,-16.097,0
4F74xFwU5gFkt2CRJ6ge9Y,Sacred,Moonspell,0.494,0.766,11,1,0.0367,0.00129,0.18,0.185,0.238,120.03,313600,-7.706,0
6a4N6I6oYPNU8WymtrN69E,Straight Coats,Kokane,0.916,0.522,5,0,0.31,0.339,1.49e-06,0.0614,0.896,94.581,208027,-8.419,0
3s9A4zd7agPbfw5QihulRJ,An Mouvman,Kassav',0.721,0.932,2,1,0.0581,0.00574,8.69e-06,0.315,0.881,119.654,290907,-4.988,0
6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,0.638,0.523,1,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,-6.664,1
0PGYSosG0zEDgslD3Jbf2S,Remote Control,Dark Distant Spaces,0.504,0.668,1,1,0.0373,0.00499,0.168,0.337,0.698,162.899,273973,-11.914,0
7IoK42h6rYE6aYJ54OiQ5W,Heaven Knows,Luther Vandross,0.769,0.809,2,1,0.0347,0.227,0.0,0.143,0.767,107.11,300667,-9.446,1
01xhMrdCefADl7HSttJaf7,Infinite,Eminem,0.637,0.862,10,0,0.191,0.293,0.0,0.217,0.573,82.019,251707,-4.343,1
48s0QHJgmiNsth3WEO6U4M,Stop And Stare,OneRepublic,0.492,0.859,4,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853,-4.274,1
1PJFAcnQoT8lU2BqfPiJq4,Love,YZ,0.802,0.424,2,1,0.141,0.0577,0.0,0.0604,0.728,88.001,289227,-15.763,0
3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry,Fergie,0.708,0.641,7,1,0.0336,0.205,0.0,0.0945,0.253,113.082,268120,-4.296,1
01BlGnXpLuC0BjgUxVYZFb,Never Let You Go,Justin Bieber,0.662,0.811,0,1,0.0357,0.00136,1.23e-06,0.251,0.674,103.153,264400,-4.852,1
7J2LJs4kqD3ZqZVYz6G6Lk,Mr Big Man,Junior Reid,0.64,0.783,5,1,0.292,0.145,0.0,0.0845,0.636,81.869,213040,-4.022,0
6vpEeXCWLQsMXeU22Ml7AZ,Tides Of Time,Donna The Buffalo,0.54,0.925,9,1,0.0396,0.284,5.01e-05,0.483,0.789,151.878,282070,-6.316,0
0VqTy4Xiyg2CAPZ5PZgaWh,Only For The Young,George Lopez,0.432,0.984,9,1,0.894,0.817,2.16e-05,0.867,0.0325,112.036,345240,-8.041,0
48PZotW1r8cuMXYVWvFOqF,Raising Children,The Race,0.365,0.772,11,0,0.0369,0.000129,0.0,0.273,0.508,119.054,226493,-4.174,0
2e8zzHAMUh2Gmue2cSNA0I,Tristeza (Brazilian Blues),Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin,0.627,0.127,2,0,0.0679,0.811,0.0153,0.116,0.357,86.879,184067,-21.545,0
5TytMbHPCY0WXleVRELeNw,Rastafari Prophecy,Horace Andy,0.747,0.658,9,0,0.0858,0.0253,0.000175,0.355,0.668,151.452,224267,-6.741,0
1e5ayf28RKanXy0NNJVANp,Okay,Nivea Featuring Lil Jon & YoungBloodZ,0.779,0.562,6,0,0.0578,0.111,0.0,0.0968,0.684,86.01,283360,-7.031,1
10iX6KMgoQow5eAsFJDhDI,Devil In The Wood Pile,Noah Lewis,0.585,0.203,7,1,0.333,0.984,0.136,0.333,0.806,80.184,173653,-17.078,0
2RqkzJ1MMuh7YYKSIcmkE4,Chamamé crudo,Chango Spasiuk,0.507,0.406,7,1,0.144,0.398,0.589,0.0789,0.682,78.87,351253,-12.008,0
1NAyvpW70a9lxY0YlLWFV4,My Place,Nelly Featuring Jaheim,0.6,0.641,1,0,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153,336507,-4.237,1
7mOzjZNn40ePhaN4ZK3ShC,Melangtäras intåg i Kallsta,Sven Scholander,0.638,0.31,0,1,0.213,0.991,0.000303,0.262,0.718,113.401,191693,-16.709,0
0c3yfC8zMRJGvmqphczhZb,Nothing,The Script,0.473,0.833,2,1,0.039,0.00369,0.0,0.118,0.503,157.012,272213,-5.013,1
32C5of1pAeU7IeEbGiLWAo,Yee Haw,Jake Owen,0.672,0.934,7,1,0.0333,0.0956,0.0,0.109,0.948,129.123,172507,-3.322,1
0kUDlGulxYCKeu1jV8P63D,Left Alone...,Philip Glass,0.143,0.0332,9,0,0.044,0.96,0.429,0.111,0.203,82.282,61200,-27.907,0
7CjLGUCr4MLjIStSjLGJfO,Mom,Josh Mullins,0.513,0.416,1,1,0.949,0.669,0.0,0.433,0.446,73.891,162053,-12.196,0
0171XsIM2xyeXRr6wsugEI,Boyfriend,Justin Bieber,0.717,0.55,10,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,-6.019,1
4rp7ApQkFSVMOfu2kUnu3A,6TH Avenue Nightmare,Pennywise,0.344,0.954,9,1,0.146,9.91e-05,1.79e-06,0.303,0.6,101.365,159707,-4.856,0
0ElpjZyX8YBiXuYcDC1Ci9,19 Somethin',Mark Wills,0.58,0.816,4,1,0.0726,0.132,0.0,0.0776,0.814,89.938,200467,-5.165,1
08APCoBFVqnlnaEiLQxung,Are You Putting Me On The Shelf,Don & Juan,0.64,0.594,5,1,0.064,0.675,3.36e-06,0.347,0.94,139.917,135253,-9.677,0
6KnZarYUFDVyKajaQxG23X,Father John Macleod's Jig,Natalie MacMaster,0.375,0.446,2,1,0.0318,0.652,0.000101,0.214,0.734,109.118,175560,-9.766,0
0dpztxifchXJBPii3Z48Vh,Otra vez,Abracadabra,0.612,0.578,2,1,0.0303,0.384,0.0,0.294,0.199,126.242,200040,-5.498,0
65BpGXAwooinMh3V5Md0cP,1000 Of Years Ago,Namatjira,0.635,0.801,10,0,0.0305,0.136,0.859,0.0811,0.553,129.0,303728,-9.409,0
4hh4VK6N6XOKInbNsgGGnz,Amie,Lonestar,0.668,0.67,9,1,0.0245,0.097,0.000202,0.0819,0.617,92.036,245707,-8.14,0
2bjwRfXMk4uRgOD9IBYl9h,Portland,Drake Featuring Quavo & Travis Scott,0.925,0.443,1,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615,-8.216,1
4mZpHYUrOvvmXCoyLLF7s7,So Sexy,Twista Featuring R. Kelly,0.868,0.805,11,0,0.178,0.126,0.0,0.096,0.544,143.983,231200,-3.218,1
60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd Featuring Foxes,0.509,0.781,8,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427,-3.48,1
085lgcfCstjd3AjWDAt2OX,Games,Luke Bryan,0.515,0.907,8,0,0.114,0.194,0.0,0.105,0.836,157.988,176293,-3.451,1
1T3bssu6fbcnnPYqI99hHB,Feel Better,California Oranges,0.437,0.659,0,1,0.0269,0.00137,0.0214,0.122,0.632,176.534,332640,-10.442,0
7qSd3WHSPUtmt6c36pwJaY,Fading Like A Flower (Every Time You Leave),Roxette,0.609,0.668,0,1,0.026,0.195,0.0,0.219,0.319,105.419,230680,-5.738,1
4ys0SKB5psHk4gaRln3EQK,Zolte Slonie,Kasia Stankiewicz,0.534,0.578,0,1,0.0251,0.0472,0.235,0.179,0.179,133.989,304027,-7.283,0
0HZGw30pIUh5drpM20skC2,Hold Up My Heart,Brooke White,0.314,0.641,2,1,0.0387,0.411,0.0,0.106,0.409,177.211,229227,-4.078,1
5fgkjhICZnqFctrV0AyuQD,Walking In Memphis,Marc Cohn,0.567,0.512,0,1,0.0357,0.547,0.0,0.296,0.334,130.269,252613,-8.831,1
0JmiBCpWc1IAc0et7Xm7FL,Let Her Go,Passenger,0.479,0.545,7,1,0.0688,0.365,0.0,0.0963,0.244,74.897,252733,-7.346,1
68QlEZu3EtI5Bojo1mmwxE,Step It Up,Stereo MC's,0.712,0.787,9,1,0.0475,0.0149,0.0274,0.0788,0.864,117.839,301440,-13.26,1
0k6DnZMLoEUH8NGD5zh2SE,Ayo,Chris Brown & Tyga,0.823,0.563,6,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,225227,-5.095,1
1efl6zCwQ5yxV8z3rHCZ5x,Nervous Breakdown,Nerf Herder,0.453,0.972,7,1,0.06,0.011,0.00161,0.285,0.38,94.942,167440,-2.649,0
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,0.706,0.89,1,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,-4.444,1
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,0.68,0.87,5,1,0.0393,0.266,0.0,0.109,0.646,119.075,227840,-4.461,1
5BK5IvPzmTZBGsCnYRjSue,We Will Rock You,Nickelback,0.577,0.905,4,0,0.114,0.0404,0.0,0.0685,0.288,80.974,119787,-5.018,0
3Q2tKt6gKdn9LUMcHFxNJy,Raging Fire,Phillip Phillips,0.557,0.833,7,1,0.073,0.00867,0.0,0.0621,0.449,125.909,234693,-4.671,1
2K5tllslbKc50g1RqtiPuZ,How Do You Like It?,Keith Sweat,0.798,0.646,1,0,0.0947,0.0056,4.78e-06,0.0711,0.669,94.699,273693,-6.24,1
2bvxIrwSsQiaHOePGrjnJ9,I Can't Tell You Why,The Swon Brothers,0.469,0.772,11,0,0.0402,0.0597,0.0,0.143,0.469,169.878,197427,-3.839,1
4UuhI4gOPHmv15xOnGIJ9x,Twilight Zone,2 Unlimited,0.7,0.99,3,0,0.0499,0.0873,0.00211,0.151,0.77,127.884,248197,-7.559,1
5LqxExoXKEtmMQeEaQp5Jg,I got A Woman,Eddie Boyd,0.491,0.442,9,1,0.0552,0.959,0.026,0.0596,0.768,133.443,177147,-13.402,0
6VuK9CShxAcQn2I85wH0tU,Dance Tonight,Paul McCartney,0.531,0.891,5,1,0.0431,0.0823,0.00551,0.161,0.926,170.973,174933,-2.539,1
4CSFgPEx1PDP3PHDatvxsz,How Much Love,Vixen,0.595,0.855,0,1,0.0317,0.00463,0.000755,0.0408,0.818,120.145,280800,-8.806,1
4675yUu8AUbE72T94BkLCD,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,0.893,0.74,11,0,0.132,0.299,0.0,0.0881,0.963,101.025,299147,-4.936,1
0WyFpxYlBCgH1gMXd26OOr,Flatliner,Cole Swindell,0.555,0.896,0,1,0.0388,0.00434,0.0,0.145,0.578,114.995,177067,-3.295,1
5919i3Sp9U2IE5m7hhlgSw,Say It,Voices Of Theory,0.381,0.415,0,1,0.0691,0.675,0.0,0.0795,0.257,61.908,269467,-10.298,1
773hekg7UEdbGvv3lJ3CmV,Pusher Love Girl,Justin Timberlake,0.485,0.441,1,0,0.0775,0.466,0.000936,0.485,0.511,140.009,482360,-8.248,1
0XicbYWUFn8gNC4OJ7Xqzm,Lightning Breaks,Plasmatics,0.456,0.792,9,0,0.0491,0.127,0.0,0.245,0.485,134.118,168387,-5.262,0
5EjZXJ4nVpw7uI6eso1SFS,Where Are You Going,Dave Matthews Band,0.444,0.583,7,1,0.0259,0.5,0.15,0.105,0.258,97.492,231867,-8.121,1
6B618H5CuCdEzcVs0NKTlt,Counting Blue Cars,Dishwalla,0.454,0.79,11,0,0.0285,0.00604,3.09e-05,0.225,0.362,100.225,291907,-4.361,1
0Rg5tIACULED7Jv2sEzWSd,No Place That Far,Sara Evans,0.547,0.373,0,1,0.0273,0.504,0.0,0.176,0.182,132.741,217400,-7.336,1
6fDupoXzxA5ePjuHJgm0Y1,Meeting Daisy,Alexandre Desplat,0.306,0.0532,2,1,0.0307,0.994,0.88,0.102,0.0358,79.955,81707,-21.21,0
6leGQ7WuzQrW9fHUinUWcX,Angels,David Archuleta,0.136,0.25,7,1,0.0344,0.859,0.0,0.186,0.245,84.984,216467,-9.559,1
1ga9wDYAnxoLYLmG47csWq,Let Me,Casual,0.709,0.785,6,0,0.072,0.0389,0.0,0.141,0.569,89.994,220216,-5.523,0
6CN3e26iQSj1N5lomh0mfO,Like Toy Soldiers,Eminem,0.52,0.768,8,0,0.359,0.0193,0.00034,0.104,0.398,79.178,296880,-3.489,1
6z6CGFbowofeJZCMmJ7Qnc,Love Done Gone,Billy Currington,0.67,0.72,8,1,0.0291,0.12,0.0,0.0694,0.805,127.001,210747,-3.073,1
2HT96kyKPva5MRzhWYjbwJ,A Dustland Fairytale,Twinkle Twinkle Little Rock Star,0.583,0.184,2,1,0.0731,0.593,0.934,0.106,0.249,160.094,240546,-19.261,0
19DnL1HnJiijuEfaiS0Eus,Sideways,Dierks Bentley,0.624,0.915,5,0,0.0364,0.141,0.0,0.386,0.815,108.046,184160,-2.627,1
0Xz3eoqffLII81UqUjA4WM,Turn Me On,Johnny Osbourne,0.757,0.467,2,1,0.0932,0.377,0.0,0.143,0.744,128.613,435467,-10.676,0
1mIQiN9xMz58kfQO6wjOeX,She Let Herself Go,George Strait,0.659,0.572,6,0,0.0252,0.0888,1.08e-05,0.0813,0.386,113.987,198213,-7.817,1
5hF2LnbkpnXCkksMSeWcxZ,Pullin' Me Back,Chingy Featuring Tyrese,0.786,0.511,7,1,0.286,0.0825,0.0,0.12,0.587,80.0,234133,-6.66,1
4ckQIgBy1gVeevf7UAereE,Tin Man,Miranda Lambert,0.425,0.372,0,1,0.03,0.861,0.0148,0.0733,0.292,79.456,259280,-10.92,1
1KHdq8NK9QxnGjdXb55NiG,Falling In Love At A Coffee Shop,Landon Pigg,0.489,0.561,4,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,244987,-7.933,1
10sFCvPMOq9CiRKdQcy0YY,Personne Stop (feat. Nixon),Royal S,0.915,0.562,1,1,0.317,0.319,1.1e-05,0.0392,0.637,92.027,286573,-6.593,0
5eEHmPnSVslEiWNAl9wrxC,Uncle B.S. - 1963,Tim Wilson,0.558,0.815,2,1,0.911,0.823,0.0,0.882,0.609,80.167,100627,-10.491,0
28IEbk5a7twNTbUEvWslUb,Paralyzer,Finger Eleven,0.644,0.939,11,0,0.0456,0.157,0.0,0.233,0.861,106.031,208107,-3.486,1
3rHmkGSrSzlLs44h9zvoE4,Ferrous Carbonate Mass,Kali,0.741,0.865,11,0,0.0591,0.0726,0.565,0.0832,0.668,110.955,212587,-7.185,0
6V3wTb4VVDWRw3YEDgc6Py,Used To Love You Sober,Kane Brown,0.525,0.674,1,1,0.0282,0.0405,0.0,0.339,0.431,147.978,181680,-6.053,1
1OLzSr9pDnV0NaKfUD6NZg,Ghost of the Ocean (Live),Uriah Heep,0.399,0.917,7,0,0.132,0.0473,0.223,0.947,0.304,112.226,216280,-7.256,0
30eUwpiUQoWM2VJ6bdBzPM,Exaltation,Matisyahu,0.662,0.625,5,1,0.0512,0.075,2.66e-05,0.613,0.586,90.534,417667,-8.104,0
4OepLJ2fUvHRmVB8XklIe8,Disease,matchbox twenty,0.541,0.833,8,0,0.0583,0.0187,0.0,0.143,0.84,115.052,219360,-4.647,1
5KGqNFoNJzRAQzJy8gzKqz,Love And Emotion,Stevie B,0.552,0.817,6,1,0.0831,0.0426,0.0,0.0855,0.911,200.997,222267,-10.458,1
0U5aQtx8yThFYRzy7VWXHA,Controlando El Area,Daddy Yankee / Bounty Killer,0.868,0.852,7,1,0.214,0.00421,0.0,0.23,0.692,110.067,212107,-5.41,0
5qOCmP9qU3AmeCIZ4hjimg,Believe,Brooks & Dunn,0.583,0.394,9,1,0.0307,0.281,9.86e-06,0.0781,0.184,120.049,311200,-7.73,1
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,0.672,0.655,10,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,-5.021,1
02vt5587oQYLeI2wPeD4IE,Lekeitio,Mal De Ojo,0.735,0.768,4,1,0.125,0.508,6.31e-05,0.318,0.804,111.985,238067,-5.952,0
7uPQU7uKvsZZ7T9XnpBpFg,Someday,Rob Thomas,0.573,0.905,10,1,0.0343,0.0408,0.0,0.113,0.683,135.943,247800,-5.954,1
3UQmoVQJqBYauTZLVPs3uo,Luxurious,Gwen Stefani,0.811,0.726,0,1,0.0813,0.154,0.0,0.116,0.666,131.027,264920,-3.995,1
3194fG6c5OFaZuDV1vfEFl,Te Miattad Változott Meg Az Életem,Belami,0.639,0.856,7,1,0.0281,0.0256,0.355,0.201,0.972,140.057,237213,-8.388,0
0CnD7Hiw6pae6rLsZw5q5W,Incomplete,Backstreet Boys,0.437,0.589,4,1,0.0331,0.231,0.0,0.0768,0.165,133.631,239587,-4.834,1
0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,0.489,0.588,1,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600,-6.177,1
5e9aFSdnkQUrm5y8Dhw0qN,Might Not,Belly Featuring The Weeknd,0.792,0.563,1,1,0.0787,0.318,0.0,0.13,0.321,134.022,224213,-4.836,1
5Sf3GyLEAzJXxZ5mbCPXTu,Waves,Mr. Probz,0.829,0.51,5,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133,-9.334,1
2iXBZ32Fz5VDCLeE0JIdX5,Better In Time,Leona Lewis,0.584,0.7,6,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,-4.251,1
54QbmsN1P8JKzJlKfEVPLe,Stitch By Stitch,Javier Colon,0.507,0.654,10,1,0.0467,0.211,4.25e-06,0.163,0.197,179.955,196320,-6.327,1
1JFyl9zjVXLAIxVAjPFdzo,Did You See Jackie Robinson Hit That Ball?,Buddy Johnson,0.664,0.377,7,0,0.0518,0.393,0.0,0.0775,0.78,73.057,142027,-9.459,0
6jaj4k0LwFLy1q54TXZZpZ,Stay Real,Erick Sermon,0.789,0.757,11,1,0.215,0.0088,0.00696,0.625,0.525,97.641,235467,-9.232,1
3ZoJFvEK085mccxIqMC79E,Playboy Foundation,Tammy Pescatelli,0.694,0.205,9,1,0.947,0.666,0.0,0.655,0.749,96.706,129867,-20.951,0
0uppYCG86ajpV2hSR3dJJ0,Give It Away,Red Hot Chili Peppers,0.666,0.936,7,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,-9.919,1
5lN1EH25gdiqT1SFALMAq1,Gold On The Ceiling,The Black Keys,0.505,0.833,0,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,224333,-4.632,1
3ufSi9aFa7Pec9jGa5wC7f,Greatest Time Of Year,Aly & AJ,0.517,0.828,5,1,0.0436,0.000199,0.0,0.73,0.86,150.957,218493,-5.076,1
3xjTuTBaihydhSC7ByNoSb,Stuck In A Moment You Can't Get Out Of,U2,0.524,0.644,4,1,0.0238,0.391,0.000246,0.168,0.324,158.52,271800,-4.986,1
2qYsSHsYkihWx043HVJQRV,Dirt Road Anthem,Jason Aldean,0.68,0.741,2,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,229400,-5.055,1
58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi ,0.816,0.726,5,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,-3.998,1
1ZZum1EA2dptEicqoXXZw4,Bread Or Blood (Single),4 Skins,0.161,0.867,4,0,0.0997,2.44e-06,0.942,0.12,0.629,203.335,170533,-8.152,0
038jgLNIvp7QQNf5vILf5d,Kiss This,Aaron Tippin,0.765,0.706,6,0,0.026,0.047,4.25e-06,0.36,0.669,116.021,173760,-5.477,1
4KObiciA7Xj7ss01B4LqB7,Highland,Bill Douglas,0.596,0.271,7,1,0.0392,0.927,0.947,0.109,0.472,103.677,203173,-16.007,0
34DQNlufkpoXUeSaKopJjE,Hide And Seek,Pajama Party,0.819,0.764,0,1,0.032,0.0207,0.0133,0.308,0.946,121.473,253867,-11.964,1
5JBud3vr8aXKPJFzfirW3g,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),Bill & Gloria Gaither,0.64,0.584,1,1,0.0307,0.346,0.0,0.693,0.83,116.875,198120,-11.765,0
2fMD2jfV3xsdtRmFlhKZWJ,Got My Mojo Workin,Pucho & His Latin Soul Brothers,0.687,0.485,1,1,0.0397,0.286,0.0587,0.202,0.85,115.434,338240,-16.313,0
0hPkWYZ4JIqj9hAvCQtBOI,All Creatures Of Our God And King,Patty Griffin,0.315,0.07490000000000001,9,1,0.039400000000000004,0.9570000000000001,1.86e-06,0.0966,0.224,93.522,256547,-14.356,0
2aI2k39nfa3KFsa4JclQzw,DDU-DU DDU-DU,BLACKPINK,0.671,0.859,4,0,0.0833,0.0323,0.0,0.267,0.389,139.931,209355,-3.922,1
1ayFArNqsYgGT8gWWSscTD,Like Red On A Rose,Alan Jackson,0.598,0.315,11,1,0.0282,0.634,0.191,0.0825,0.172,96.684,213307,-9.83,1
6DQVnpZkb2FGsKBMSE6xGN,Bad People,Casiotone For The Painfully Alone,0.622,0.939,0,1,0.116,0.00117,0.941,0.0936,0.105,201.636,26813,-9.432,0
5ToI5oXnUmX5Nsmg8enL1N,Nada Es Para Siempre,Luis Fonsi,0.521,0.512,4,0,0.0394,0.21,0.0,0.128,0.499,155.896,239827,-8.391,1
6Na5uKk5SsqZimk0hAWo8y,Signs,Drake,0.794,0.735,0,1,0.054,0.108,0.00578,0.112,0.223,107.374,234373,-4.204,1
7JLFGPUo8ytYKPkOY9XSsU,Love Is A Rock,REO Speedwagon,0.562,0.832,0,1,0.0368,0.217,1.32e-06,0.0505,0.443,106.033,336467,-9.279,1
79MIzD8vsGu3Xqe07m8aS1,Chopped 'N' Skrewed,T-Pain Featuring Ludacris,0.558,0.604,7,0,0.0529,0.0181,0.0,0.503,0.323,120.159,261227,-7.892,1
0LH5xRQz5D36FpIkYUFv2e,In Your Arms,Nico & Vinz,0.431,0.81,7,1,0.0958,0.299,0.0,0.249,0.674,110.118,205800,-6.051,1
4z848ZMh3bJLFcq09330gH,Aattelepa ite,Jope Ruonansuu,0.91,0.716,7,1,0.373,0.0745,0.0,0.0793,0.473,90.025,189253,-7.661,0
6zsZUmX3J9KPd5FxtEX8zT,Message To A Friend,Pat Metheny / Charlie Haden,0.471,0.0352,7,1,0.0392,0.882,0.887,0.117,0.0961,101.075,372533,-22.856,0
6TQANhh0iV17xMeExcH6qj,Dey Know,Shawty Lo,0.428,0.714,8,1,0.399,0.0895,0.0,0.766,0.678,110.017,198093,-5.574,1
7hIo6xNtosmMuHkjCbNUv6,Cuando Seolvida El Amor,Paquito Guzman,0.735,0.764,0,1,0.0879,0.627,2.5e-06,0.0606,0.727,176.058,327680,-6.722,0
2GlCfUheirwLr62pmb6rMt,Maria,TKA,0.658,0.887,6,0,0.0638,0.0263,0.329,0.07,0.538,118.098,417120,-8.444,1
3EaUpHrrmoupWICI0uf6Y0,Stays In Mexico,Toby Keith,0.655,0.902,9,1,0.0779,0.108,0.0,0.302,0.686,122.975,214800,-3.419,1
1Jlq3kf4hbpGhkwrvgqiL4,Pariah,Cursed,0.229,0.902,5,0,0.0529,1.62e-06,0.855,0.0826,0.457,103.256,74680,-3.697,0
43q7tUWo0XY7znhZf9bEAK,Give It To You,Martha Wash,0.793,0.824,11,0,0.058,0.00949,0.531,0.0596,0.76,114.059,229907,-7.325,1
0UaMYEvWZi0ZqiDOoHU3YI,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,0.904,0.813,4,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,-7.105,1
0wbNcKAkExGmWiicedOyiR,So Excited,Janet Featuring Khia,0.822,0.786,6,0,0.371,0.213,1.19e-05,0.0505,0.877,106.986,194165,-4.197,1
2kvJR2zbrwlBSXgreYcI5V,High Horse,Workhorse,0.42,0.669,7,1,0.0287,0.121,0.131,0.0957,0.515,114.445,251413,-7.092,0
2ZSd2n8DQvuof19ZQY2cPZ,Dark Angel,Precious Bryant,0.701,0.762,9,1,0.0605,0.71,1.66e-05,0.225,0.712,91.417,193720,-8.994,0
2IZ00ed83ygPIiacYScWUE,Untouchable,Taylor Swift,0.419,0.454,5,1,0.0335,0.0583,3.78e-06,0.0974,0.288,200.017,311040,-6.809,1
10aWGOqSDBqvNzJ9NeKDbK,Sexy Love,Ne-Yo,0.693,0.516,8,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,-6.446,1
71EexRjueod73EjkUEaiJJ,Raggy Road,Capleton,0.549,0.696,8,0,0.284,0.241,0.0,0.413,0.889,73.932,223707,-5.845,0
7ho5FKdNqmmbCpXYcyDH8c,Missing You Now,Michael Bolton,0.62,0.508,7,1,0.0272,0.118,0.0,0.187,0.289,95.01,273307,-11.621,1
5bJ1DrEM4hNCafcDd1oxHx,Self Care,Mac Miller,0.52,0.538,1,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,-8.109,1
1ugf7FcFQ0s95CTB0btuzz,Keep Them Kisses Comin',Craig Campbell,0.704,0.767,6,1,0.0398,0.0524,0.000469,0.361,0.889,120.035,159827,-5.708,1
2Vqb1abQCEt9LGmU300JRq,Man Behind The Music,Queen Pen Featuring Teddy Riley,0.868,0.777,8,0,0.271,0.016,0.0,0.0708,0.67,91.958,229400,-3.562,1
6fv1RHhZIxsYbfI2atszgJ,Take Me To Church,Matt McAndrew,0.421,0.681,4,0,0.0319,0.00154,0.0,0.116,0.262,127.974,212790,-5.784,1
69WJFX0x4py1uJo60HOCUA,Chela,Sonora Carruseles,0.723,0.699,1,1,0.056,0.427,0.6,0.0841,0.717,105.238,220800,-10.77,0
663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,Evanescence,0.45,0.883,7,1,0.0524,0.00193,0.0,0.293,0.328,93.41,214707,-4.094,1
